State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,440102,14000US17031440102,Census Tract 4401.02,,36632,3255,3255,114,3114,0,0,0,0,27,3255,3205,78,3100,0,0,0,0,27,50,36,14,0,0,0,0,0,0,0,0,3255,508,362,95,240,250,1800,513,275,238
17,031,440201,14000US17031440201,Census Tract 4402.01,,,6178,6178,24,6000,0,0,0,0,154,6178,6178,24,6000,0,0,0,0,154,0,0,0,0,0,0,0,0,626,192,434,6178,303,1190,379,640,764,2902,1818,674,1144
17,031,440202,14000US17031440202,Census Tract 4402.02,,58667,2720,2720,21,2604,0,0,0,0,95,2720,2673,21,2557,0,0,0,0,95,47,0,47,0,0,0,0,0,14,0,14,2720,231,59,194,372,365,1499,541,92,449
17,031,440300,14000US17031440300,Census Tract 4403,,114429,4954,4954,1,4952,0,0,0,0,1,4954,4953,1,4952,0,0,0,0,0,1,0,0,0,0,0,0,1,458,0,458,4954,209,83,43,851,205,3563,727,0,727
17,031,440600,14000US17031440600,Census Tract 4406,,63958,1899,1899,17,1859,0,0,0,0,23,1899,1864,7,1850,0,0,0,0,7,35,10,9,0,0,0,0,16,126,0,126,1899,126,135,80,155,173,1230,425,110,315
17,031,440700,14000US17031440700,Census Tract 4407,,82805,1455,1455,12,1443,0,0,0,0,0,1455,1455,12,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,170,1455,12,180,35,70,20,1138,322,67,255
17,031,440800,14000US17031440800,Census Tract 4408,,58750,1823,1823,60,1699,0,21,0,0,43,1823,1769,29,1699,0,21,0,0,20,54,31,0,0,0,0,0,23,97,0,97,1761,398,161,92,127,170,813,378,142,236
17,031,440900,14000US17031440900,Census Tract 4409,,104257,2514,2514,11,2503,0,0,0,0,0,2514,2514,11,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,86,2514,323,121,9,126,198,1737,495,66,429
17,031,450300,14000US17031450300,Census Tract 4503,,61384,3340,3340,27,3183,0,8,0,0,122,3340,3340,27,3183,0,8,0,0,122,0,0,0,0,0,0,0,0,257,13,244,3340,85,300,163,318,596,1878,507,146,361
17,031,460100,14000US17031460100,Census Tract 4601,,44459,2656,2656,260,2073,0,55,0,139,129,2656,2263,61,2073,0,55,0,48,26,393,199,0,0,0,0,91,103,192,0,192,2656,572,91,101,574,62,1256,687,315,372
17,031,460200,14000US17031460200,Census Tract 4602,,34226,2221,2221,880,621,0,0,0,574,146,2221,678,90,588,0,0,0,0,0,1543,790,33,0,0,0,574,146,112,26,86,2221,307,207,191,531,473,512,440,227,213
17,031,460301,14000US17031460301,Census Tract 4603.01,,41612,3292,3292,560,2109,51,8,0,499,65,3292,2147,42,2061,10,8,0,0,26,1145,518,48,41,0,0,499,39,177,12,165,3261,611,215,270,331,428,1406,945,430,515
17,031,460302,14000US17031460302,Census Tract 4603.02,,46399,3796,3796,469,3164,0,0,0,66,97,3796,3601,379,3164,0,0,0,0,58,195,90,0,0,0,0,66,39,309,34,275,3736,647,243,259,509,218,1860,1110,357,753
17,031,460400,14000US17031460400,Census Tract 4604,,61607,3619,3619,9,3545,0,14,0,0,51,3619,3619,9,3545,0,14,0,0,51,0,0,0,0,0,0,0,0,97,0,97,3619,599,39,218,200,458,2105,811,275,536
17,031,460500,14000US17031460500,Census Tract 4605,,86629,6115,6115,479,5623,0,0,0,0,13,6115,6115,479,5623,0,0,0,0,13,0,0,0,0,0,0,0,0,179,34,145,6115,617,85,84,239,501,4589,932,189,743
17,031,460800,14000US17031460800,Census Tract 4608,,31496,4599,4599,893,2892,0,0,0,492,322,4599,3041,85,2892,0,0,0,0,64,1558,808,0,0,0,0,492,258,281,0,281,4558,1868,170,37,802,410,1271,1886,1162,724
17,031,461000,14000US17031461000,Census Tract 4610,,47216,1284,1284,239,818,7,0,0,83,137,1284,920,110,797,0,0,0,0,13,364,129,21,7,0,0,83,124,93,0,93,1265,107,112,245,102,228,471,154,17,137
17,031,470100,14000US17031470100,Census Tract 4701,,76310,2652,2652,71,2389,0,0,0,0,192,2652,2514,43,2389,0,0,0,0,82,138,28,0,0,0,0,0,110,37,22,15,2652,149,104,201,405,103,1690,481,107,374
17,031,480100,14000US17031480100,Census Tract 4801,,83889,2241,2241,6,2203,0,0,0,0,32,2241,2238,6,2203,0,0,0,0,29,3,0,0,0,0,0,0,3,60,0,60,2241,193,7,190,60,112,1679,500,145,355
17,031,480200,14000US17031480200,Census Tract 4802,,67857,1065,1065,12,990,0,0,0,11,52,1065,1053,0,990,0,0,0,11,52,12,12,0,0,0,0,0,0,28,11,17,1039,68,57,43,48,48,775,145,0,145
17,031,480300,14000US17031480300,Census Tract 4803,,59511,1405,1405,11,1366,0,0,0,0,28,1405,1364,11,1341,0,0,0,0,12,41,0,25,0,0,0,0,16,48,0,48,1405,110,47,63,222,82,881,277,87,190
17,031,480400,14000US17031480400,Census Tract 4804,,135458,5346,5346,31,5292,10,0,0,13,0,5346,5324,22,5292,10,0,0,0,0,22,9,0,0,0,0,13,0,18,0,18,5346,130,0,89,157,544,4426,805,0,805
17,031,480500,14000US17031480500,Census Tract 4805,,90238,2786,2786,154,2396,0,0,0,107,129,2786,2465,39,2396,0,0,0,24,6,321,115,0,0,0,0,83,123,51,0,51,2775,179,230,144,435,158,1629,388,206,182
17,031,490200,14000US17031490200,Census Tract 4902,,68790,3202,3202,83,3002,0,24,0,0,93,3202,3202,83,3002,0,24,0,0,93,0,0,0,0,0,0,0,0,184,0,184,3202,201,116,68,142,204,2471,642,114,528
17,031,490500,14000US17031490500,Census Tract 4905,,71940,2065,2065,79,1929,0,31,0,0,26,2065,2039,72,1916,0,31,0,0,20,26,7,13,0,0,0,0,6,123,0,123,1890,23,216,19,72,79,1481,394,120,274
17,031,490600,14000US17031490600,Census Tract 4906,,46932,1512,1512,171,1341,0,0,0,0,0,1512,1512,171,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,91,1512,154,0,50,85,166,1057,271,97,174
17,031,490700,14000US17031490700,Census Tract 4907,,62642,2805,2805,5,2783,0,0,0,0,17,2805,2745,5,2723,0,0,0,0,17,60,0,60,0,0,0,0,0,180,5,175,2805,481,102,179,154,388,1501,817,369,448
17,031,490800,14000US17031490800,Census Tract 4908,,73375,3663,3663,63,3568,0,8,0,0,24,3663,3637,63,3542,0,8,0,0,24,26,0,26,0,0,0,0,0,215,0,215,3663,104,132,142,568,307,2410,551,29,522
17,031,490901,14000US17031490901,Census Tract 4909.01,,36379,3093,3093,1,3092,0,0,0,0,0,3093,3088,1,3087,0,0,0,0,0,5,0,5,0,0,0,0,0,92,0,92,3093,615,140,459,459,300,1120,822,447,375
17,031,490902,14000US17031490902,Census Tract 4909.02,,66731,4573,4573,0,4499,0,33,0,20,21,4573,4517,0,4443,0,33,0,20,21,56,0,56,0,0,0,0,0,207,0,207,4545,188,335,182,413,509,2918,1001,87,914
17,031,491000,14000US17031491000,Census Tract 4910,,34722,3510,3510,28,3367,0,0,0,28,87,3510,3405,2,3345,0,0,0,28,30,105,26,22,0,0,0,0,57,148,0,148,3484,686,407,331,982,316,762,769,345,424
17,031,491100,14000US17031491100,Census Tract 4911,,72726,4469,4469,128,4195,48,0,0,41,57,4469,4289,95,4103,48,0,0,0,43,180,33,92,0,0,0,41,14,174,24,150,4181,231,271,41,419,219,3000,700,143,557
17,031,491200,14000US17031491200,Census Tract 4912,,67031,1901,1901,148,1714,0,0,0,0,39,1901,1811,90,1682,0,0,0,0,39,90,58,32,0,0,0,0,0,110,0,110,1862,149,23,90,367,90,1143,243,108,135
17,031,491300,14000US17031491300,Census Tract 4913,,37104,2179,2179,19,2143,9,8,0,0,0,2179,2162,19,2143,0,0,0,0,0,17,0,0,9,8,0,0,0,145,0,145,2163,157,71,237,466,259,973,544,105,439
17,031,491400,14000US17031491400,Census Tract 4914,,50303,3010,3010,43,2869,0,0,0,31,67,3010,2993,41,2869,0,0,0,31,52,17,2,0,0,0,0,0,15,135,0,135,2976,383,336,107,231,658,1261,706,163,543
17,031,500100,14000US17031500100,Census Tract 5001,,75531,3308,3308,60,3248,0,0,0,0,0,3308,3247,39,3208,0,0,0,0,0,61,21,40,0,0,0,0,0,126,0,126,3308,218,58,55,178,128,2671,320,58,262
17,031,500200,14000US17031500200,Census Tract 5002,,36440,1963,1963,43,1821,0,0,0,0,99,1963,1963,43,1821,0,0,0,0,99,0,0,0,0,0,0,0,0,87,0,87,1963,422,11,105,202,374,849,658,228,430
17,031,500300,14000US17031500300,Census Tract 5003,,62844,1876,1876,955,529,0,7,0,314,71,1876,1349,726,513,0,7,0,50,53,527,229,16,0,0,0,264,18,121,0,121,1876,213,79,78,133,408,965,326,80,246
17,031,510100,14000US17031510100,Census Tract 5101,,51157,3735,3735,2403,552,0,0,0,562,218,3735,968,413,552,0,0,0,0,3,2767,1990,0,0,0,0,562,215,356,42,314,3724,199,291,328,536,1081,1289,913,204,709
17,031,510200,14000US17031510200,Census Tract 5102,,53646,4017,4017,859,2920,0,1,0,12,225,4017,3204,252,2920,0,1,0,0,31,813,607,0,0,0,0,12,194,176,44,132,4017,384,237,525,606,309,1956,953,370,583
17,031,510300,14000US17031510300,Census Tract 5103,,41419,4345,4345,69,4276,0,0,0,0,0,4345,4345,69,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,314,49,265,4303,455,1068,192,656,222,1710,1027,592,435
17,031,520100,14000US17031520100,Census Tract 5201,,56140,2269,2269,1312,0,121,3,0,792,41,2269,171,155,0,0,0,0,0,16,2098,1157,0,121,3,0,792,25,213,34,179,2269,2,238,1,636,152,1240,737,127,610
17,031,520200,14000US17031520200,Census Tract 5202,,44192,3577,3577,1486,221,21,16,0,1391,442,3577,509,288,221,0,0,0,0,0,3068,1198,0,21,16,0,1391,442,309,0,309,3577,341,257,272,186,415,2106,1003,406,597
17,031,520300,14000US17031520300,Census Tract 5203,,55538,5859,5859,3242,0,160,64,0,1878,515,5859,624,624,0,0,0,0,0,0,5235,2618,0,160,64,0,1878,515,303,9,294,5859,428,396,158,685,812,3380,1459,442,1017
17,031,520400,14000US17031520400,Census Tract 5204,,44550,4805,4805,3135,17,39,5,0,569,1040,4805,387,365,17,0,5,0,0,0,4418,2770,0,39,0,0,569,1040,209,0,209,4805,252,316,677,396,205,2959,1665,685,980
17,031,520500,14000US17031520500,Census Tract 5205,,70515,5264,5264,3058,85,65,41,0,1123,892,5264,1083,934,75,0,41,0,0,33,4181,2124,10,65,0,0,1123,859,207,0,207,5264,119,182,41,611,590,3721,1577,167,1410
17,031,520600,14000US17031520600,Census Tract 5206,,91706,2655,2655,1479,117,0,0,0,698,361,2655,222,222,0,0,0,0,0,0,2433,1257,117,0,0,0,698,361,119,0,119,2655,184,41,27,306,258,1839,842,80,762
17,031,530100,14000US17031530100,Census Tract 5301,,36069,1937,1937,584,905,0,0,0,355,93,1937,1031,3,905,0,0,0,70,53,906,581,0,0,0,0,285,40,79,0,79,1937,332,143,42,364,333,723,459,194,265
17,031,530200,14000US17031530200,Census Tract 5302,,,4406,4406,37,3851,0,0,0,140,378,4406,3918,37,3851,0,0,0,0,30,488,0,0,0,0,0,140,348,153,28,125,4406,368,453,405,218,105,2857,1103,531,572
17,031,530300,14000US17031530300,Census Tract 5303,,66140,3974,3974,16,3836,0,0,0,0,122,3974,3974,16,3836,0,0,0,0,122,0,0,0,0,0,0,0,0,163,42,121,3974,179,36,454,651,474,2180,1034,277,757
17,031,530400,14000US17031530400,Census Tract 5304,,80427,2215,2215,65,2058,0,0,0,22,70,2215,2136,53,2058,0,0,0,5,20,79,12,0,0,0,0,17,50,78,0,78,2215,490,22,123,72,126,1382,624,294,330
17,031,530501,14000US17031530501,Census Tract 5305.01,,62723,5007,5007,77,4841,0,0,0,12,77,5007,4878,30,4771,0,0,0,0,77,129,47,70,0,0,0,12,0,78,25,53,5007,951,140,299,487,353,2777,1092,460,632
17,031,530502,14000US17031530502,Census Tract 5305.02,,65313,1494,1494,0,1494,0,0,0,0,0,1494,1431,0,1431,0,0,0,0,0,63,0,63,0,0,0,0,0,90,0,90,1494,52,72,14,131,77,1148,325,0,325
17,031,530503,14000US17031530503,Census Tract 5305.03,,74625,5574,5574,108,5297,0,0,0,21,148,5574,5466,0,5297,0,0,0,21,148,108,108,0,0,0,0,0,0,531,0,531,5574,310,272,698,446,935,2913,1495,585,910
17,031,530600,14000US17031530600,Census Tract 5306,,54318,2344,2344,14,2245,0,0,0,0,85,2344,2327,14,2228,0,0,0,0,85,17,0,17,0,0,0,0,0,48,0,48,2309,310,63,35,360,368,1173,394,123,271
17,031,540101,14000US17031540101,Census Tract 5401.01,,18013,4535,4535,163,4228,0,0,0,29,115,4535,4345,17,4213,0,0,0,0,115,190,146,15,0,0,0,29,0,218,0,218,4535,2061,231,138,882,486,737,1757,1030,727
17,031,540102,14000US17031540102,Census Tract 5401.02,,28965,3399,3399,6,3369,0,0,0,0,24,3399,3375,6,3369,0,0,0,0,0,24,0,0,0,0,0,0,24,224,0,224,3371,974,339,292,339,518,909,1238,599,639
17,031,550100,14000US17031550100,Census Tract 5501,,71213,6494,6494,4405,610,0,0,0,1036,443,6494,3280,2645,610,0,0,0,0,25,3214,1760,0,0,0,0,1036,418,405,5,400,6467,517,368,391,488,407,4296,1489,447,1042
17,031,550200,14000US17031550200,Census Tract 5502,,72457,2749,2749,1847,107,10,0,0,573,212,2749,1133,1032,101,0,0,0,0,0,1616,815,6,10,0,0,573,212,131,15,116,2749,132,67,0,308,127,2115,549,28,521
17,031,560100,14000US17031560100,Census Tract 5601,,77857,1331,1331,540,306,45,100,0,226,114,1331,544,156,283,0,100,0,0,5,787,384,23,45,0,0,226,109,63,0,63,1079,74,23,0,156,164,662,219,0,219
17,031,560200,14000US17031560200,Census Tract 5602,,66375,1547,1547,260,907,0,10,42,256,72,1547,993,39,907,0,10,0,0,37,554,221,0,0,0,42,256,35,34,0,34,1547,27,66,208,151,249,846,403,44,359
17,031,560300,14000US17031560300,Census Tract 5603,,78015,3213,3213,1931,58,0,21,0,1055,148,3213,918,848,37,0,21,0,0,12,2295,1083,21,0,0,0,1055,136,120,0,120,3169,224,111,220,193,192,2229,693,57,636
17,031,560400,14000US17031560400,Census Tract 5604,,80357,1608,1608,986,0,29,52,0,371,170,1608,405,371,0,0,34,0,0,0,1203,615,0,29,18,0,371,170,55,0,55,1608,86,56,51,183,235,997,401,84,317
17,031,560700,14000US17031560700,Census Tract 5607,,82845,3682,3682,2281,1,44,34,0,780,542,3682,1413,1356,1,0,34,0,9,13,2269,925,0,44,0,0,771,529,271,0,271,3682,81,62,337,219,486,2497,970,150,820
17,031,560800,14000US17031560800,Census Tract 5608,,110748,6077,6077,4070,0,97,22,0,720,1168,6077,2430,2354,0,0,22,0,0,54,3647,1716,0,97,0,0,720,1114,204,0,204,6061,88,16,112,316,370,5159,1792,15,1777
17,031,560900,14000US17031560900,Census Tract 5609,,119545,5394,5394,4211,1,0,64,0,529,589,5394,3067,2926,1,0,64,0,18,58,2327,1285,0,0,0,0,511,531,284,0,284,5394,140,26,150,228,482,4368,1097,66,1031
17,031,561000,14000US17031561000,Census Tract 5610,,131332,5947,5947,5004,0,0,0,0,789,154,5947,3400,3400,0,0,0,0,0,0,2547,1604,0,0,0,0,789,154,277,0,277,5886,216,18,43,200,380,5029,1193,22,1171
17,031,561100,14000US17031561100,Census Tract 5611,,115375,5748,5748,3995,27,9,42,0,924,751,5748,2896,2827,27,0,42,0,0,0,2852,1168,0,9,0,0,924,751,198,0,198,5748,68,41,18,390,265,4966,1213,28,1185
17,031,570100,14000US17031570100,Census Tract 5701,,53603,1321,1321,564,9,20,120,0,444,164,1321,281,150,0,0,120,0,0,11,1040,414,9,20,0,0,444,153,81,0,81,1310,18,90,94,172,216,720,335,124,211
17,031,570200,14000US17031570200,Census Tract 5702,,82386,2271,2271,1101,0,0,212,0,504,454,2271,539,327,0,0,212,0,0,0,1732,774,0,0,0,0,504,454,197,9,188,2271,89,82,47,75,437,1541,507,97,410
17,031,570300,14000US17031570300,Census Tract 5703,,70385,5617,5617,2939,125,0,363,0,1350,840,5617,1248,809,46,0,363,0,0,30,4369,2130,79,0,0,0,1350,810,419,0,419,5617,138,112,171,571,685,3940,1683,138,1545
17,031,570400,14000US17031570400,Census Tract 5704,,70380,1761,1761,1045,2,0,38,0,208,468,1761,316,276,2,0,38,0,0,0,1445,769,0,0,0,0,208,468,158,0,158,1760,2,86,94,162,310,1106,452,99,353
17,031,570500,14000US17031570500,Census Tract 5705,,66607,2621,2621,1644,0,6,152,0,375,444,2621,627,475,0,0,152,0,0,0,1994,1169,0,6,0,0,375,444,152,0,152,2621,12,11,111,67,847,1573,609,19,590
17,031,580100,14000US17031580100,Census Tract 5801,,58542,2626,2626,753,214,75,943,0,525,116,2626,1280,165,134,38,943,0,0,0,1346,588,80,37,0,0,525,116,136,0,136,2626,132,155,233,388,489,1229,585,171,414
17,031,580200,14000US17031580200,Census Tract 5802,,45513,3239,3239,1150,0,48,483,0,1020,538,3239,585,102,0,0,483,0,0,0,2654,1048,0,48,0,0,1020,538,172,0,172,3239,182,72,273,1094,389,1229,1048,216,832
17,031,580300,14000US17031580300,Census Tract 5803,,69301,2536,2536,1584,31,85,436,0,251,149,2536,745,240,31,0,436,0,0,38,1791,1344,0,85,0,0,251,111,171,0,171,2536,173,0,19,362,259,1723,690,89,601
17,031,580400,14000US17031580400,Census Tract 5804,,49559,5164,5164,1995,60,119,634,0,1586,770,5164,1030,415,16,0,599,0,0,0,4134,1580,44,119,35,0,1586,770,347,0,347,5006,619,81,337,724,610,2635,1160,360,800
17,031,580501,14000US17031580501,Census Tract 5805.01,,51140,4773,4773,1708,16,107,471,0,1577,894,4773,1181,619,1,0,471,0,0,90,3592,1089,15,107,0,0,1577,804,169,0,169,4692,195,203,208,528,834,2724,1062,174,888
17,031,580502,14000US17031580502,Census Tract 5805.02,,44795,4832,4832,1806,0,0,351,0,1480,1195,4832,675,304,0,0,351,0,0,20,4157,1502,0,0,0,0,1480,1175,256,0,256,4832,653,368,196,559,877,2179,1398,403,995
17,031,580600,14000US17031580600,Census Tract 5806,,54639,4941,4941,2272,179,121,384,0,1396,589,4941,1160,538,179,34,384,0,0,25,3781,1734,0,87,0,0,1396,564,231,0,231,4941,429,241,231,954,545,2541,1205,307,898
17,031,580700,14000US17031580700,Census Tract 5807,,49821,6356,6356,1477,113,90,322,81,3474,799,6356,909,429,113,0,322,0,0,45,5447,1048,0,90,0,81,3474,754,406,0,406,6356,1198,0,609,898,410,3241,1820,768,1052
17,031,580800,14000US17031580800,Census Tract 5808,,53229,2110,2110,720,0,60,69,0,778,483,2110,96,27,0,0,69,0,0,0,2014,693,0,60,0,0,778,483,204,42,162,2110,42,0,194,127,461,1286,456,46,410
17,031,590500,14000US17031590500,Census Tract 5905,,90417,1746,1746,541,106,0,511,0,399,189,1746,1018,342,106,0,511,0,8,51,728,199,0,0,0,0,391,138,62,0,62,1746,140,5,51,149,240,1161,247,8,239
17,031,590600,14000US17031590600,Census Tract 5906,,60985,3701,3701,1364,11,139,504,0,1137,546,3701,1331,783,0,0,504,0,0,44,2370,581,11,139,0,0,1137,502,196,27,169,3615,230,67,61,380,392,2485,660,25,635
17,031,590700,14000US17031590700,Census Tract 5907,,94435,3016,3016,1374,29,7,583,0,925,98,3016,960,294,29,0,578,0,0,59,2056,1080,0,7,5,0,925,39,230,0,230,3016,131,312,66,140,121,2246,528,235,293
17,031,600400,14000US17031600400,Census Tract 6004,,52386,4117,4117,1245,281,7,2463,0,27,94,4117,3958,1214,281,0,2463,0,0,0,159,31,0,7,0,0,27,94,199,0,199,4117,410,100,355,480,285,2487,613,177,436
17,031,600600,14000US17031600600,Census Tract 6006,,59143,3061,3061,1320,0,0,1305,0,404,32,3061,2168,854,0,0,1305,0,0,9,893,466,0,0,0,0,404,23,114,0,114,3061,161,71,104,746,141,1838,502,96,406
17,031,600700,14000US17031600700,Census Tract 6007,,43924,2703,2703,611,0,119,1667,0,131,175,2703,2222,545,0,0,1592,0,0,85,481,66,0,119,75,0,131,90,113,0,113,2703,66,72,354,380,364,1467,515,153,362
17,031,600900,14000US17031600900,Census Tract 6009,,74680,3898,3898,1702,223,10,1262,0,197,504,3898,3050,1503,223,0,1262,0,0,62,848,199,0,10,0,0,197,442,118,7,111,3868,213,44,171,633,492,2315,751,136,615
17,031,610300,14000US17031610300,Census Tract 6103,,42661,5626,5626,2219,297,103,174,0,2674,159,5626,679,215,234,0,174,0,0,56,4947,2004,63,103,0,0,2674,103,275,0,275,5614,1416,302,629,451,474,2342,1625,865,760
17,031,610400,14000US17031610400,Census Tract 6104,,45795,1902,1902,801,41,32,0,0,654,374,1902,89,66,23,0,0,0,0,0,1813,735,18,32,0,0,654,374,79,20,59,1902,232,0,156,391,445,678,677,247,430
17,031,610800,14000US17031610800,Census Tract 6108,,91250,1551,1551,1172,0,0,95,0,64,220,1551,1217,1072,0,0,95,0,0,50,334,100,0,0,0,0,64,170,128,0,128,1551,80,0,38,56,81,1296,403,33,370
17,031,611200,14000US17031611200,Census Tract 6112,,31775,2033,2033,831,404,26,9,0,330,433,2033,556,199,346,0,9,0,0,2,1477,632,58,26,0,0,330,431,99,7,92,2025,355,195,398,220,174,683,485,266,219
17,031,611300,14000US17031611300,Census Tract 6113,,42364,3117,3117,824,319,0,0,0,1353,621,3117,409,159,250,0,0,0,0,0,2708,665,69,0,0,0,1353,621,233,0,233,3117,299,0,384,688,513,1233,877,226,651
17,031,611400,14000US17031611400,Census Tract 6114,,36979,3309,3309,1046,52,0,1,0,2142,68,3309,98,63,35,0,0,0,0,0,3211,983,17,0,1,0,2142,68,220,32,188,3270,280,449,275,1095,449,722,906,371,535
17,031,611500,14000US17031611500,Census Tract 6115,,38662,3350,3350,1279,320,13,0,18,969,751,3350,495,175,320,0,0,0,0,0,2855,1104,0,13,0,18,969,751,171,0,171,3186,277,136,578,502,456,1237,1019,477,542
17,031,611600,14000US17031611600,Census Tract 6116,,19962,1742,1742,341,1301,0,0,0,66,34,1742,1311,8,1301,0,0,0,0,2,431,333,0,0,0,0,66,32,84,50,34,1742,532,65,174,113,91,767,593,310,283
17,031,611700,14000US17031611700,Census Tract 6117,,28894,1790,1790,650,531,0,0,0,452,157,1790,531,0,531,0,0,0,0,0,1259,650,0,0,0,0,452,157,210,51,159,1790,241,494,176,103,147,629,389,255,134
17,031,611800,14000US17031611800,Census Tract 6118,,120439,1996,1996,293,1318,0,2,0,272,111,1996,1320,0,1318,0,2,0,0,0,676,293,0,0,0,0,272,111,56,0,56,1996,136,81,79,133,105,1462,259,35,224
17,031,611900,14000US17031611900,Census Tract 6119,,48951,1369,1369,314,922,0,0,0,133,0,1369,934,12,922,0,0,0,0,0,435,302,0,0,0,0,133,0,125,0,125,1369,179,109,63,91,134,793,248,111,137
17,031,612000,14000US17031612000,Census Tract 6120,,52125,1208,1208,97,1017,0,7,0,87,0,1208,1024,0,1017,0,7,0,0,0,184,97,0,0,0,0,87,0,87,0,87,1208,183,23,151,262,73,516,251,55,196
17,031,612100,14000US17031612100,Census Tract 6121,,40089,1024,1024,0,786,15,8,0,201,14,1024,786,0,786,0,0,0,0,0,238,0,0,15,8,0,201,14,39,0,39,1014,144,103,57,191,268,251,283,95,188
17,031,612200,14000US17031612200,Census Tract 6122,,42216,3681,3681,810,1047,41,109,0,1185,489,3681,1276,163,1004,0,109,0,0,0,2405,647,43,41,0,0,1185,489,263,50,213,3681,549,298,306,681,461,1386,1344,676,668
17,031,620100,14000US17031620100,Census Tract 6201,,67740,4400,4400,2215,0,209,309,0,1539,128,4400,686,377,0,0,309,0,0,0,3714,1838,0,209,0,0,1539,128,249,0,249,4400,63,6,87,457,619,3168,893,35,858
17,031,620200,14000US17031620200,Census Tract 6202,,70446,2012,2012,1408,0,0,66,0,378,160,2012,778,712,0,0,66,0,0,0,1234,696,0,0,0,0,378,160,38,0,38,2012,21,35,24,260,272,1400,443,7,436
17,031,620300,14000US17031620300,Census Tract 6203,,67609,6918,6918,3322,116,359,117,0,1319,1685,6918,1464,1215,116,16,117,0,0,0,5454,2107,0,343,0,0,1319,1685,338,0,338,6918,469,31,167,733,1013,4505,1797,282,1515
17,031,620400,14000US17031620400,Census Tract 6204,,52381,4692,4692,1916,16,240,112,0,2012,396,4692,510,373,16,0,112,0,0,9,4182,1543,0,240,0,0,2012,387,347,0,347,4692,153,594,622,439,439,2445,1558,714,844
17,031,630300,14000US17031630300,Census Tract 6303,,68854,5193,5193,2741,146,11,73,0,1795,427,5193,395,294,28,0,73,0,0,0,4798,2447,118,11,0,0,1795,427,293,24,269,5193,273,94,0,402,1527,2897,1042,82,960
17,031,630400,14000US17031630400,Census Tract 6304,,39825,6136,6136,2903,85,0,42,0,2547,559,6136,339,212,85,0,42,0,0,0,5797,2691,0,0,0,0,2547,559,205,31,174,6136,313,336,349,1333,955,2850,1765,362,1403
