"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031710600","Census Tract 7106, Cook County, Illinois","ACSSF","il","140","00","0006634",,,,,"17","031",,,"710600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710600","Census Tract 7106",,,,37926,55,0,55,1331,230,1101,598,195,46,0,0,1859,1809,53,1705,0,0,0,13,38,50,0,0,0,0,0,0,50
"17031710700","Census Tract 7107, Cook County, Illinois","ACSSF","il","140","00","0006635",,,,,"17","031",,,"710700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710700","Census Tract 7107",,,,34097,75,13,62,2554,348,2206,1274,318,124,7,1,3751,3740,17,3677,0,1,0,0,45,11,0,0,0,0,0,0,11
"17031710800","Census Tract 7108, Cook County, Illinois","ACSSF","il","140","00","0006636",,,,,"17","031",,,"710800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710800","Census Tract 7108",,,,25147,315,0,315,3236,629,2607,1450,430,274,0,0,4650,4646,6,4599,0,39,0,0,2,4,0,0,0,0,0,0,4
"17031710900","Census Tract 7109, Cook County, Illinois","ACSSF","il","140","00","0006637",,,,,"17","031",,,"710900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710900","Census Tract 7109",,,,38462,61,0,61,1285,151,1134,715,308,118,0,0,2230,2111,0,2092,0,0,0,9,10,119,38,81,0,0,0,0,0
"17031711000","Census Tract 7110, Cook County, Illinois","ACSSF","il","140","00","0006638",,,,,"17","031",,,"711000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711000","Census Tract 7110",,,,52938,215,0,215,2594,294,2300,1053,275,111,19,19,3946,3888,73,3813,0,0,0,0,2,58,0,0,0,0,0,0,58
"17031711100","Census Tract 7111, Cook County, Illinois","ACSSF","il","140","00","0006639",,,,,"17","031",,,"711100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711100","Census Tract 7111",,,,47198,36,0,36,1842,248,1594,1157,413,163,35,35,2647,2560,0,2551,9,0,0,0,0,87,87,0,0,0,0,0,0
"17031711200","Census Tract 7112, Cook County, Illinois","ACSSF","il","140","00","0006640",,,,,"17","031",,,"711200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711200","Census Tract 7112",,,,55385,368,0,368,3504,510,2994,2171,695,282,63,23,5035,4463,24,4257,0,0,0,64,118,572,0,36,0,0,0,528,8
"17031711300","Census Tract 7113, Cook County, Illinois","ACSSF","il","140","00","0006641",,,,,"17","031",,,"711300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711300","Census Tract 7113",,,,56444,22,0,22,1238,166,1072,724,189,75,12,12,1616,1616,39,1528,0,49,0,0,0,0,0,0,0,0,0,0,0
"17031711400","Census Tract 7114, Cook County, Illinois","ACSSF","il","140","00","0006642",,,,,"17","031",,,"711400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711400","Census Tract 7114",,,,43111,75,0,75,1681,163,1518,846,226,46,0,0,2701,2535,4,2509,0,0,0,0,22,166,0,66,38,0,0,62,0
"17031711500","Census Tract 7115, Cook County, Illinois","ACSSF","il","140","00","0006643",,,,,"17","031",,,"711500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031711500","Census Tract 7115",,,,49639,178,0,178,1883,246,1637,925,248,80,0,0,2685,2671,0,2667,0,0,0,4,0,14,14,0,0,0,0,0,0
"17031720100","Census Tract 7201, Cook County, Illinois","ACSSF","il","140","00","0006644",,,,,"17","031",,,"720100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720100","Census Tract 7201",,,,149194,133,0,133,2205,52,2153,1979,1525,886,216,106,3332,2932,1875,824,0,110,0,0,123,400,66,0,0,0,0,66,268
"17031720200","Census Tract 7202, Cook County, Illinois","ACSSF","il","140","00","0006645",,,,,"17","031",,,"720200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720200","Census Tract 7202",,,,95789,121,22,99,2993,43,2950,2268,1432,749,215,56,4191,3960,1806,2056,14,22,14,0,48,231,55,25,0,0,0,121,30
"17031720300","Census Tract 7203, Cook County, Illinois","ACSSF","il","140","00","0006646",,,,,"17","031",,,"720300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720300","Census Tract 7203",,,,124836,99,0,99,2965,102,2863,2618,2001,848,285,64,3786,3547,2216,1154,0,17,0,53,107,239,175,0,0,0,0,0,64
"17031720400","Census Tract 7204, Cook County, Illinois","ACSSF","il","140","00","0006647",,,,,"17","031",,,"720400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720400","Census Tract 7204",,,,106146,148,0,148,1261,42,1219,1050,686,366,48,0,1904,1726,1581,132,0,0,0,0,13,178,10,40,0,0,0,58,70
"17031720500","Census Tract 7205, Cook County, Illinois","ACSSF","il","140","00","0006648",,,,,"17","031",,,"720500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720500","Census Tract 7205",,,,107727,130,0,130,1331,51,1280,1143,792,291,62,14,1936,1701,1664,23,0,14,0,0,0,235,126,0,0,0,0,5,104
"17031720600","Census Tract 7206, Cook County, Illinois","ACSSF","il","140","00","0006649",,,,,"17","031",,,"720600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720600","Census Tract 7206",,,,123438,33,0,33,1214,24,1190,1124,848,267,38,18,1777,1733,1161,537,0,0,0,0,35,44,32,0,0,0,0,12,0
"17031720700","Census Tract 7207, Cook County, Illinois","ACSSF","il","140","00","0006650",,,,,"17","031",,,"720700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031720700","Census Tract 7207",,,,90625,128,0,128,2191,105,2086,1699,976,552,103,78,2993,2877,712,1725,0,105,0,0,335,116,14,55,35,0,0,0,12
"17031730100","Census Tract 7301, Cook County, Illinois","ACSSF","il","140","00","0006651",,,,,"17","031",,,"730100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730100","Census Tract 7301",,,,48625,207,0,207,1790,264,1526,980,453,146,0,0,2748,2731,72,2576,0,0,0,64,19,17,0,0,0,0,0,0,17
"17031730201","Census Tract 7302.01, Cook County, Illinois","ACSSF","il","140","00","0006652",,,,,"17","031",,,"730201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730201","Census Tract 7302.01",,,,45481,360,0,360,3748,413,3335,2085,586,218,26,25,5075,4922,107,4742,0,22,0,0,51,153,87,66,0,0,0,0,0
"17031730202","Census Tract 7302.02, Cook County, Illinois","ACSSF","il","140","00","0006653",,,,,"17","031",,,"730202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730202","Census Tract 7302.02",,,,68164,208,0,208,2152,95,2057,1564,688,406,90,49,3064,3030,36,2988,0,0,0,0,6,34,0,0,0,0,0,34,0
"17031730300","Census Tract 7303, Cook County, Illinois","ACSSF","il","140","00","0006654",,,,,"17","031",,,"730300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730300","Census Tract 7303",,,,41571,79,0,79,773,108,665,431,108,25,0,0,1011,1011,0,987,0,10,0,0,14,0,0,0,0,0,0,0,0
"17031730400","Census Tract 7304, Cook County, Illinois","ACSSF","il","140","00","0006655",,,,,"17","031",,,"730400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730400","Census Tract 7304",,,,82838,201,11,190,3009,458,2551,1840,849,265,53,41,4283,4238,125,4052,14,0,0,0,47,45,14,0,0,0,0,0,31
"17031730500","Census Tract 7305, Cook County, Illinois","ACSSF","il","140","00","0006656",,,,,"17","031",,,"730500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730500","Census Tract 7305",,,,58254,212,0,212,3144,364,2780,2128,941,461,1,0,4297,4295,11,4220,0,0,0,0,64,2,1,0,0,0,0,0,1
"17031730600","Census Tract 7306, Cook County, Illinois","ACSSF","il","140","00","0006657",,,,,"17","031",,,"730600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730600","Census Tract 7306",,,,58576,283,38,245,2327,133,2194,1473,583,194,34,34,3905,3895,35,3827,9,0,0,0,24,10,0,0,10,0,0,0,0
"17031730700","Census Tract 7307, Cook County, Illinois","ACSSF","il","140","00","0006658",,,,,"17","031",,,"730700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031730700","Census Tract 7307",,,,52652,115,0,115,1551,177,1374,991,331,113,22,5,2293,2293,0,2255,0,0,0,0,38,0,0,0,0,0,0,0,0
"17031740100","Census Tract 7401, Cook County, Illinois","ACSSF","il","140","00","0006659",,,,,"17","031",,,"740100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031740100","Census Tract 7401",,,,95701,35,0,35,2136,156,1980,1493,700,313,91,42,3115,2701,2617,13,0,46,0,0,25,414,194,27,0,0,0,74,119
"17031740200","Census Tract 7402, Cook County, Illinois","ACSSF","il","140","00","0006660",,,,,"17","031",,,"740200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031740200","Census Tract 7402",,,,109365,771,10,761,3982,142,3840,2909,1575,607,47,24,6607,5982,5273,109,0,86,0,0,514,625,444,7,0,3,0,72,99
"17031740300","Census Tract 7403, Cook County, Illinois","ACSSF","il","140","00","0006661",,,,,"17","031",,,"740300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031740300","Census Tract 7403",,,,125380,183,0,183,3597,213,3384,2804,1644,768,52,22,5017,4460,4310,78,0,42,0,0,30,557,236,0,0,0,0,168,153
"17031740400","Census Tract 7404, Cook County, Illinois","ACSSF","il","140","00","0006662",,,,,"17","031",,,"740400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031740400","Census Tract 7404",,,,97750,152,0,152,3110,69,3041,2191,1052,359,42,20,4738,4408,3885,275,0,155,0,0,93,330,284,0,0,0,0,0,46
"17031750100","Census Tract 7501, Cook County, Illinois","ACSSF","il","140","00","0006663",,,,,"17","031",,,"750100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750100","Census Tract 7501",,,,50625,254,0,254,2948,230,2718,1920,991,591,47,0,4061,4005,288,3697,0,20,0,0,0,56,0,0,0,0,0,33,23
"17031750200","Census Tract 7502, Cook County, Illinois","ACSSF","il","140","00","0006664",,,,,"17","031",,,"750200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750200","Census Tract 7502",,,,71228,175,0,175,2178,29,2149,1979,948,451,97,19,2856,2598,843,1725,0,0,0,0,30,258,126,18,0,0,0,12,102
"17031750300","Census Tract 7503, Cook County, Illinois","ACSSF","il","140","00","0006665",,,,,"17","031",,,"750300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750300","Census Tract 7503",,,,100938,114,0,114,1707,16,1691,1459,1073,563,173,57,2604,2524,2328,138,0,5,0,5,48,80,59,5,0,0,0,0,16
"17031750400","Census Tract 7504, Cook County, Illinois","ACSSF","il","140","00","0006666",,,,,"17","031",,,"750400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750400","Census Tract 7504",,,,103785,43,0,43,2216,94,2122,1767,1254,640,132,63,2907,2635,1716,738,23,63,0,95,0,272,189,12,0,0,0,71,0
"17031750500","Census Tract 7505, Cook County, Illinois","ACSSF","il","140","00","0006667",,,,,"17","031",,,"750500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750500","Census Tract 7505",,,,54058,176,0,176,4027,372,3655,2652,1014,344,132,47,5278,5183,1261,3620,0,18,0,0,284,95,82,0,0,0,0,13,0
"17031750600","Census Tract 7506, Cook County, Illinois","ACSSF","il","140","00","0006668",,,,,"17","031",,,"750600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031750600","Census Tract 7506",,,,52833,174,0,174,2392,361,2031,1492,524,170,22,22,3921,3790,73,3555,0,0,0,0,162,131,0,14,0,0,0,0,117
"17031760801","Census Tract 7608.01, Cook County, Illinois","ACSSF","il","140","00","0006669",,,,,"17","031",,,"760801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031760801","Census Tract 7608.01",,,,71215,35,0,35,3544,292,3252,2834,2149,751,232,18,4814,4241,2036,241,0,1829,0,0,135,573,161,0,0,0,0,287,125
"17031760802","Census Tract 7608.02, Cook County, Illinois","ACSSF","il","140","00","0006670",,,,,"17","031",,,"760802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031760802","Census Tract 7608.02",,,,66193,71,0,71,1981,190,1791,1295,591,216,74,33,2351,2159,2108,32,0,19,0,0,0,192,86,0,0,0,0,106,0
"17031760803","Census Tract 7608.03, Cook County, Illinois","ACSSF","il","140","00","0006671",,,,,"17","031",,,"760803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031760803","Census Tract 7608.03",,,,52110,38,0,38,5027,431,4596,3251,1755,585,42,0,6253,5791,4781,640,0,211,0,0,159,462,317,51,0,0,0,0,94
"17031770201","Census Tract 7702.01, Cook County, Illinois","ACSSF","il","140","00","0006672",,,,,"17","031",,,"770201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770201","Census Tract 7702.01",,,,80853,298,0,298,4451,333,4118,3355,2021,526,82,28,6075,5501,4224,129,0,1025,0,0,123,574,312,0,0,0,0,35,227
"17031770202","Census Tract 7702.02, Cook County, Illinois","ACSSF","il","140","00","0006673",,,,,"17","031",,,"770202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770202","Census Tract 7702.02",,,,77235,55,0,55,3412,123,3289,2288,1196,393,28,15,4435,3699,3467,15,0,202,0,0,15,736,309,0,20,0,0,100,307
"17031770300","Census Tract 7703, Cook County, Illinois","ACSSF","il","140","00","0006674",,,,,"17","031",,,"770300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770300","Census Tract 7703",,,,83885,448,0,448,4923,298,4625,3323,1619,565,153,44,7034,6139,5215,418,0,398,0,10,98,895,494,0,0,0,0,166,235
"17031770400","Census Tract 7704, Cook County, Illinois","ACSSF","il","140","00","0006675",,,,,"17","031",,,"770400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770400","Census Tract 7704",,,,88029,228,0,228,3125,279,2846,1987,767,262,42,0,4673,3477,2907,102,0,392,0,0,76,1196,584,0,0,0,30,143,439
"17031770500","Census Tract 7705, Cook County, Illinois","ACSSF","il","140","00","0006676",,,,,"17","031",,,"770500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770500","Census Tract 7705",,,,49349,424,57,367,2258,979,1279,369,121,0,0,0,4331,504,489,0,0,0,0,0,15,3827,1947,0,244,0,0,649,987
"17031770601","Census Tract 7706.01, Cook County, Illinois","ACSSF","il","140","00","0006677",,,,,"17","031",,,"770601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770601","Census Tract 7706.01",,,,96125,137,0,137,2698,389,2309,1583,829,194,29,9,3635,3340,2780,66,0,494,0,0,0,295,29,0,0,0,0,94,172
"17031770602","Census Tract 7706.02, Cook County, Illinois","ACSSF","il","140","00","0006678",,,,,"17","031",,,"770602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770602","Census Tract 7706.02",,,,78800,361,17,344,3444,868,2576,1413,786,286,92,26,4899,2586,1951,3,0,419,0,11,202,2313,1694,0,13,0,0,237,369
"17031770700","Census Tract 7707, Cook County, Illinois","ACSSF","il","140","00","0006679",,,,,"17","031",,,"770700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770700","Census Tract 7707",,,,60547,133,13,120,1599,147,1452,974,513,110,21,12,2227,1671,1504,14,0,127,0,0,26,556,268,0,14,0,0,114,160
"17031770800","Census Tract 7708, Cook County, Illinois","ACSSF","il","140","00","0006680",,,,,"17","031",,,"770800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770800","Census Tract 7708",,,,67722,79,0,79,3970,610,3360,2454,1304,222,29,0,5583,3912,3610,85,0,217,0,0,0,1671,856,0,0,0,0,676,139
"17031770901","Census Tract 7709.01, Cook County, Illinois","ACSSF","il","140","00","0006681",,,,,"17","031",,,"770901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770901","Census Tract 7709.01",,,,94188,206,0,206,3716,491,3225,2155,1069,392,81,35,4847,4398,3714,13,0,387,0,41,243,449,286,67,18,0,0,72,6
"17031770902","Census Tract 7709.02, Cook County, Illinois","ACSSF","il","140","00","0006682",,,,,"17","031",,,"770902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031770902","Census Tract 7709.02",,,,78809,79,0,79,2727,380,2347,1633,731,262,17,0,3588,3413,3071,1,0,250,0,0,91,175,90,8,0,0,0,54,23
"17031800100","Census Tract 8001, Cook County, Illinois","ACSSF","il","140","00","0006683",,,,,"17","031",,,"800100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800100","Census Tract 8001",,,,238542,79,5,74,1502,4,1498,1471,1298,734,280,45,2315,2271,2141,0,0,73,0,0,57,44,4,0,0,0,0,30,10
"17031800200","Census Tract 8002, Cook County, Illinois","ACSSF","il","140","00","0006684",,,,,"17","031",,,"800200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800200","Census Tract 8002",,,,208365,394,0,394,4203,4,4199,4035,3633,2031,759,87,6509,6449,6108,128,0,158,0,0,55,60,51,0,0,0,0,0,9
"17031800300","Census Tract 8003, Cook County, Illinois","ACSSF","il","140","00","0006685",,,,,"17","031",,,"800300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800300","Census Tract 8003",,,,224808,172,0,172,2024,0,2024,2015,1872,1041,365,115,3230,3176,2849,0,0,92,0,123,112,54,41,0,0,0,0,13,0
"17031800400","Census Tract 8004, Cook County, Illinois","ACSSF","il","140","00","0006686",,,,,"17","031",,,"800400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800400","Census Tract 8004",,,,250001,230,0,230,2412,18,2394,2320,2196,1365,473,98,3782,3700,3408,0,0,133,0,21,138,82,22,0,0,0,0,0,60
"17031800500","Census Tract 8005, Cook County, Illinois","ACSSF","il","140","00","0006687",,,,,"17","031",,,"800500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800500","Census Tract 8005",,,,250001,292,0,292,3530,59,3471,3363,3128,1600,591,79,5616,5577,5219,1,0,98,12,13,234,39,25,0,0,0,0,0,14
"17031800600","Census Tract 8006, Cook County, Illinois","ACSSF","il","140","00","0006688",,,,,"17","031",,,"800600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800600","Census Tract 8006",,,,250001,137,0,137,1333,13,1320,1295,1220,665,245,43,2264,2163,1957,0,0,57,0,17,132,101,46,0,1,3,0,13,38
"17031800700","Census Tract 8007, Cook County, Illinois","ACSSF","il","140","00","0006689",,,,,"17","031",,,"800700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800700","Census Tract 8007",,,,230972,434,0,434,3245,46,3199,3091,2707,1490,518,107,5085,4882,4370,21,0,362,0,0,129,203,62,0,0,9,0,9,123
"17031800800","Census Tract 8008, Cook County, Illinois","ACSSF","il","140","00","0006690",,,,,"17","031",,,"800800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800800","Census Tract 8008",,,,105417,171,0,171,1613,8,1605,1492,1103,550,156,9,2509,2209,2028,10,0,141,0,0,30,300,282,0,0,0,0,0,18
"17031800900","Census Tract 8009, Cook County, Illinois","ACSSF","il","140","00","0006691",,,,,"17","031",,,"800900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031800900","Census Tract 8009",,,,117208,263,0,263,2981,90,2891,2573,2201,1201,518,177,4344,4116,2742,19,0,1154,0,89,112,228,137,0,0,0,0,75,16
"17031801000","Census Tract 8010, Cook County, Illinois","ACSSF","il","140","00","0006692",,,,,"17","031",,,"801000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801000","Census Tract 8010",,,,138897,264,0,264,3719,37,3682,3464,2893,1858,695,224,5311,5265,4031,0,0,1063,0,0,171,46,32,0,0,0,0,0,14
"17031801100","Census Tract 8011, Cook County, Illinois","ACSSF","il","140","00","0006693",,,,,"17","031",,,"801100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801100","Census Tract 8011",,,,215694,274,0,274,3062,22,3040,2954,2784,1520,655,200,4939,4873,4534,1,0,225,0,7,106,66,66,0,0,0,0,0,0
"17031801200","Census Tract 8012, Cook County, Illinois","ACSSF","il","140","00","0006694",,,,,"17","031",,,"801200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801200","Census Tract 8012",,,,236250,145,17,128,2616,0,2616,2528,2344,1495,627,112,3627,3504,3283,18,0,98,0,0,105,123,123,0,0,0,0,0,0
"17031801300","Census Tract 8013, Cook County, Illinois","ACSSF","il","140","00","0006695",,,,,"17","031",,,"801300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801300","Census Tract 8013",,,,131848,259,0,259,2902,123,2779,2662,2572,1687,626,208,4432,4276,3606,49,21,460,0,31,109,156,112,0,12,0,0,0,32
"17031801400","Census Tract 8014, Cook County, Illinois","ACSSF","il","140","00","0006696",,,,,"17","031",,,"801400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801400","Census Tract 8014",,,,151661,165,0,165,2160,88,2072,1931,1717,910,455,234,3057,2846,2148,66,6,492,0,0,134,211,120,91,0,0,0,0,0
"17031801500","Census Tract 8015, Cook County, Illinois","ACSSF","il","140","00","0006697",,,,,"17","031",,,"801500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801500","Census Tract 8015",,,,124488,362,0,362,4821,150,4671,3912,3132,1632,622,153,6370,6229,5519,147,0,482,0,0,81,141,54,0,0,0,0,5,82
"17031801601","Census Tract 8016.01, Cook County, Illinois","ACSSF","il","140","00","0006698",,,,,"17","031",,,"801601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801601","Census Tract 8016.01",,,,86250,153,0,153,3267,61,3206,2742,2221,1048,413,74,4221,4184,3429,52,0,628,0,0,75,37,16,0,0,0,0,14,7
"17031801603","Census Tract 8016.03, Cook County, Illinois","ACSSF","il","140","00","0006699",,,,,"17","031",,,"801603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801603","Census Tract 8016.03",,,,65417,165,0,165,2828,352,2476,1912,1191,516,98,49,3989,3546,2028,579,0,633,0,157,149,443,326,0,0,0,0,109,8
"17031801605","Census Tract 8016.05, Cook County, Illinois","ACSSF","il","140","00","0006700",,,,,"17","031",,,"801605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801605","Census Tract 8016.05",,,,167045,407,0,407,3852,55,3797,3680,3061,1427,600,191,5451,4811,3928,19,0,828,0,0,36,640,527,0,0,0,0,1,112
"17031801606","Census Tract 8016.06, Cook County, Illinois","ACSSF","il","140","00","0006701",,,,,"17","031",,,"801606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801606","Census Tract 8016.06",,,,148133,240,0,240,5790,135,5655,4809,3758,2188,1078,300,7232,7158,5720,93,0,980,0,148,217,74,46,0,0,0,0,13,15
"17031801607","Census Tract 8016.07, Cook County, Illinois","ACSSF","il","140","00","0006702",,,,,"17","031",,,"801607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801607","Census Tract 8016.07",,,,129750,305,0,305,3911,154,3757,3276,2783,1418,737,81,5603,5241,3251,43,0,1801,0,27,119,362,157,0,0,0,0,62,143
"17031801608","Census Tract 8016.08, Cook County, Illinois","ACSSF","il","140","00","0006703",,,,,"17","031",,,"801608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801608","Census Tract 8016.08",,,,124855,244,0,244,5327,132,5195,4821,3821,2096,770,246,6971,6833,4510,14,0,2011,0,0,298,138,69,0,0,0,0,16,53
"17031801701","Census Tract 8017.01, Cook County, Illinois","ACSSF","il","140","00","0006704",,,,,"17","031",,,"801701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031801701","Census Tract 8017.01",,,,205324,223,0,223,2417,10,2407,2260,1925,1046,329,129,3815,3748,3133,0,0,567,0,0,48,67,13,0,0,5,0,34,15
